record_id,institution_id,department,course_id,faculty_id,semester,course_level,class_size,attendance_rate,student_engagement_score,lms_login_frequency,learning_material_views,assignment_submission_rate,assignment_average_score,quiz_average_score,midterm_exam_score,final_exam_score,course_completion_rate,discussion_forum_activity,student_question_count,faculty_response_time_hr,feedback_submission_rate,course_evaluation_score,teaching_material_quality,lecture_delivery_score,interactive_teaching_score,practical_session_score,assessment_fairness_score,curriculum_coverage_pct,technology_usage_score,student_satisfaction_score,faculty_experience_years,faculty_training_hours,peer_review_score,classroom_interaction_rate,academic_support_sessions,learning_outcome_achievement,instructional_effectiveness_score,overall_teaching_index,teaching_quality_level
3325,INST_17,Chemistry,COURSE_001,FAC_0471,Semester 4,Postgraduate,40,93.63,54.1,102,226,65.55,48.69,67.84,40.22,86.28,41.8,64,0,67.13,70.15,2.65,74.71,50.52,62.82,32.76,90.57,67.77,91.03,75.34,31,42.52,4.14,23.93,18,60.31,68.04,50.2,Average
7715,INST_04,Civil Engineering,COURSE_088,FAC_0253,Semester 2,Postgraduate,166,64.87,83.43,123,194,61.86,30.24,88.88,98.74,45.62,95.58,285,40,70.81,46.06,2.17,72.55,66.41,49.45,46.95,97.57,95.46,64.52,79.17,24,17.92,2.07,40.2,35,84.35,46.51,99.05,Average
1582,INST_06,Information Technology,COURSE_061,FAC_0195,Semester 2,Undergraduate,32,86.38,43.55,19,275,64.21,41.46,67.7,28.13,29.17,40.61,8,40,35.46,27.96,2.21,76.51,56.31,74.58,58.61,60.08,93.65,90.06,49.35,34,11.9,2.27,51.05,37,61.48,99.91,61.5,Average
11149,INST_19,Physics,COURSE_032,FAC_0537,Semester 3,Doctoral,169,69.87,73.92,142,33,51.49,99.5,58.67,73.38,31.2,89.7,7,37,23.86,20.47,3.45,59.41,72.77,77.36,30.21,67.81,63.65,42.35,78.66,11,58.74,1.94,31.38,8,46.27,86.11,79.9,Average
925,INST_10,Chemistry,COURSE_173,FAC_0422,Semester 2,Postgraduate,168,81.27,76.17,41,467,76.75,57.08,74.13,58.35,51.96,92,241,51,8.62,85.78,2.76,60.95,46.3,36.12,72.37,79.27,77.4,61.7,61.97,29,110.49,3.23,89.43,5,94.86,78.97,55.13,Good
2780,INST_19,Chemistry,COURSE_045,FAC_0403,Semester 1,Doctoral,147,79.24,70.93,31,80,65.6,81.07,41.21,46.85,53.64,63,149,75,14.26,98.46,2.33,49.5,40.8,95.5,41.28,91.68,60.83,32.56,47.91,10,82.12,2.16,26.61,13,63.17,78.61,37.11,Poor
10701,INST_16,Mathematics,COURSE_112,FAC_0126,Semester 1,Undergraduate,40,77.01,90.08,48,242,73.79,50.89,81.32,75.4,59.52,41.99,44,12,21.28,28.78,4.46,71.19,88.28,72.33,31.21,80.71,84.33,93.86,70.91,25,10.21,3.05,23.25,41,97.93,37.75,72.53,Average
7892,INST_14,Electronics,COURSE_039,FAC_0360,Semester 4,Doctoral,50,58.72,81.72,77,226,98.26,98.86,90.98,55.79,50.22,56.41,11,42,57.03,79.69,3.27,43.93,58.75,40.8,76.28,56.62,82.75,58.06,36.19,5,5.52,2.27,47.19,1,60.08,86.99,55.29,Good
6133,INST_06,Computer Science,COURSE_065,FAC_0226,Semester 1,Postgraduate,132,62.24,52.78,150,57,74,83.96,66.77,86.31,48.41,92.21,180,14,71.07,42.36,2.68,79.84,96.06,37.1,91.63,74.1,69.27,38.17,65.21,20,66.38,3.59,27.07,45,83.69,48.89,80.56,Good
13217,INST_14,Economics,COURSE_007,FAC_0203,Semester 2,Doctoral,137,96.65,69.98,37,138,72.04,34.19,72.2,63.87,68.11,74.35,117,74,5.46,93.22,4.48,99.53,92.07,72.85,36.48,76.86,80.42,55.71,52.93,28,5.02,1.09,21.77,27,51.81,93.76,40.97,Good
5321,INST_12,Electrical Engineering,COURSE_002,FAC_0500,Semester 2,Undergraduate,27,94.47,75.92,77,461,71.2,83.35,80.92,70.71,66.88,79.8,228,54,22.09,30.26,1.47,65.24,43.06,91.81,77.07,46.67,67.47,99.22,92.16,13,90.47,4.6,88.37,14,43.24,46.61,89.24,Good
7313,INST_12,Electronics,COURSE_115,FAC_0431,Semester 1,Doctoral,48,58.12,99.41,43,127,57.11,48.43,54.17,61.66,43.42,57.29,84,70,61.07,61.84,4.58,47.54,84.88,58.5,36.55,48.52,70.86,26.61,47.27,35,117.8,1.54,90.78,34,65.27,79.2,94.9,Average
7103,INST_09,Electrical Engineering,COURSE_075,FAC_0593,Semester 4,Undergraduate,23,73.93,78.68,131,320,70.78,97.46,55.68,27.17,58.06,45.31,210,4,21.09,72.59,1.93,48.97,51,63.55,39.7,41.61,66.8,43.97,56.27,27,42.9,1.46,38.09,47,50.31,70.08,41.88,Average
6043,INST_15,Civil Engineering,COURSE_158,FAC_0046,Semester 4,Postgraduate,43,75.62,69.79,23,485,83.49,94.35,71.94,90.05,65.79,73.55,120,40,44.44,61.29,2.61,68.35,58.88,56.55,97.5,89.81,93.87,88.39,46.83,12,25.04,1.11,21.38,14,75.75,90.3,60.91,Average
3776,INST_20,Biotechnology,COURSE_089,FAC_0582,Semester 3,Postgraduate,165,96.46,75.7,128,244,95.14,85.98,42.38,83.79,62.94,53.63,73,41,57.01,55.68,4.58,70.33,52.94,58.23,91.48,79.4,61.66,22.74,50.24,26,5.25,2.5,34.1,34,67.3,81.26,91.32,Good
4836,INST_09,Chemistry,COURSE_100,FAC_0418,Semester 3,Undergraduate,163,82.18,39.63,105,361,50.83,98.15,87.29,89.66,52.99,88.91,73,77,41.86,54.53,1.58,98.84,46.17,56.6,34.3,72.56,83.89,89.29,95.56,24,47.27,2.16,67.84,3,62.73,62.99,83.66,Average
12329,INST_20,Biotechnology,COURSE_171,FAC_0161,Semester 3,Undergraduate,124,69.16,56.9,128,496,63.27,51.14,58.22,78.8,82.93,59.82,260,60,13.58,75.07,4.84,65.51,74.4,58.04,51.13,92.08,62.83,93.54,96.86,34,16.54,3.03,92.88,45,40.55,72.04,42.65,Average
4965,INST_16,Electrical Engineering,COURSE_121,FAC_0462,Semester 2,Doctoral,74,85.8,41.64,129,293,98.76,79.74,70.37,67.59,73.13,87.43,41,26,51.04,37.85,4.33,93.29,42.41,76.01,42.49,46.16,71.52,60.92,45.41,2,12.68,1.1,95.64,17,94.31,93.9,91.45,Average
10972,INST_07,Business Administration,COURSE_017,FAC_0549,Semester 4,Doctoral,40,63.57,80.69,120,80,50.47,73.91,40.96,56.77,42.35,55.39,88,25,3.54,75.75,4.46,91.77,74.42,36.86,79.69,74.4,61.02,23.68,81.23,19,61.07,3.54,21.86,29,75.21,63.74,74.04,Average
540,INST_18,Electrical Engineering,COURSE_068,FAC_0389,Semester 2,Undergraduate,29,93.5,72.65,19,169,45.39,64.98,56.87,76.72,42.28,79.74,228,74,58.69,82.82,2.71,77.6,92.59,89.26,68.87,83.65,81.22,85.28,32.67,12,101.35,3.81,54.37,5,70.93,61.98,57.72,Average
7484,INST_17,Mathematics,COURSE_065,FAC_0484,Semester 3,Doctoral,122,60.35,47.14,145,115,89.51,59.61,97.9,52.77,55.58,75.13,264,39,37.41,41.06,4.06,56.74,52.06,54.14,74.95,99.59,64.17,84.28,80.81,20,73,2.35,89.89,11,99.84,88.71,44.46,Good
2746,INST_14,Biotechnology,COURSE_131,FAC_0194,Semester 3,Postgraduate,107,82.6,43.45,31,399,68.93,70.73,67,52.06,82.93,93.19,254,29,53.55,93.16,2.87,94.64,93.85,92.59,67.68,78.6,83.77,55.03,99.18,34,88.11,1.32,70.54,12,94.33,95.58,92.45,Good
3720,INST_05,Information Technology,COURSE_076,FAC_0115,Semester 3,Doctoral,178,63.93,74.81,63,348,70.48,96.62,90.14,46.17,67.9,62.89,231,5,58.75,37.93,3.35,66.93,65.47,39.97,36.98,43.91,71.32,75.99,71.9,20,22.48,1.28,46.06,49,89.49,64.05,32.6,Good
14313,INST_12,Computer Science,COURSE_049,FAC_0061,Semester 2,Undergraduate,144,92.42,91.65,112,493,73.56,39.2,51.97,77.08,45.94,80.93,107,7,12.63,90.37,4.36,79.49,65.82,87.54,36.49,84.23,93.4,86.23,60.53,2,116.83,2.25,94.94,24,85.29,73.45,73.32,Average
6820,INST_03,Information Technology,COURSE_002,FAC_0305,Semester 1,Postgraduate,49,61.2,76.91,126,286,67.55,97.83,75.95,74.8,42.83,76.12,205,37,13.8,39.58,4.6,82.7,67.83,89.22,91.7,97.84,78.38,82.15,39.68,26,25.8,1.47,47.59,14,41.27,52.98,84.56,Average
13660,INST_19,Economics,COURSE_001,FAC_0027,Semester 2,Doctoral,113,98.31,90.75,104,339,63.06,84.41,81.09,45.66,89.13,64.49,7,63,24.85,47.06,1.5,65.54,66.53,41.19,49.48,94.27,69.21,32.49,79.17,25,67.47,3.35,30.65,45,86.3,84.93,48.18,Good
9338,INST_10,Economics,COURSE_162,FAC_0460,Semester 1,Doctoral,159,79.53,60.36,86,252,59.16,83.31,77.02,60.84,64.67,83.31,234,74,47.78,28.57,2.39,60.85,61.23,65.69,32,75.75,96.08,68.19,58.18,7,93.28,2.39,45.99,48,77.27,71.4,43.3,Average
13320,INST_20,Chemistry,COURSE_022,FAC_0068,Semester 1,Doctoral,124,93.08,88.32,28,467,85.74,96.54,45.61,77.69,30.18,88.85,9,18,39.09,70.97,1.7,55.89,46.42,71.61,42.05,44.71,75.91,53.46,30.27,13,11.74,4.19,33.93,23,72.61,57.52,32,Average
4469,INST_02,Information Technology,COURSE_154,FAC_0581,Semester 3,Undergraduate,62,76.2,52.28,50,251,45.42,80,89.76,45.52,80.47,72.33,171,38,57.93,62.35,2.71,56.15,90.72,52.72,88.49,90.81,99.41,82.78,64.22,34,6.57,2.67,25.64,38,66.02,89.33,42.11,Average
668,INST_15,Electronics,COURSE_036,FAC_0389,Semester 1,Doctoral,40,86.6,58.14,5,436,99.3,85.03,70.32,99.41,85.12,72.48,40,18,38.87,21.99,4.44,55.82,59.56,98.98,82.16,58,74.82,61.59,88.86,21,50.37,1.8,48.52,35,59.08,73.35,79.94,Good
7576,INST_11,Electrical Engineering,COURSE_181,FAC_0588,Semester 3,Postgraduate,166,80.43,82.01,33,37,83.15,70.09,74.97,67.88,75.05,95.71,91,42,68.84,35.91,4.15,48.28,77.7,91.53,98.88,78.1,81.44,50.52,80.45,21,100.32,2.58,88.88,25,84.79,57.42,76.3,Good
11212,INST_11,Chemistry,COURSE_001,FAC_0599,Semester 3,Doctoral,62,72.23,37.48,67,38,89.29,82.44,84.61,49.11,36.73,65.82,91,17,59.72,65.07,3.4,46.96,59.71,79.17,50.04,42.52,74.85,62.3,88.6,18,19.29,2.22,59.1,21,66.26,48.47,93.43,Average
8550,INST_03,Electronics,COURSE_052,FAC_0266,Semester 3,Undergraduate,73,71.64,50.54,75,476,89.62,54.1,70.7,70.76,42.75,60.96,122,15,30.92,43.86,2.68,70.4,77.11,71.04,64.62,85.45,97.66,22.78,33.68,16,114.41,1.82,62.7,15,79.58,51.76,32.87,Poor
5064,INST_18,Mathematics,COURSE_196,FAC_0526,Semester 4,Postgraduate,173,76.21,66.83,144,157,49.56,65.82,78.71,65.47,51.17,52.53,99,64,71.02,45.48,1.91,65.49,94.28,90.63,54.19,64.51,79.73,53.33,67.84,17,58.8,4.09,65.92,22,73.95,69.47,31.44,Good
11024,INST_12,Economics,COURSE_030,FAC_0229,Semester 1,Postgraduate,117,61.63,57.8,136,198,87.8,89.04,83.66,59.23,26.34,77.52,189,74,17.04,71.26,3.33,53.39,40.55,59.12,46.99,79.29,62.5,43.33,60.82,8,71.83,4.63,26.38,15,84,91.97,72.49,Average
10976,INST_10,Civil Engineering,COURSE_175,FAC_0536,Semester 2,Undergraduate,102,78.97,65.62,92,142,85.18,84.48,93.34,47.3,51.01,47.66,191,68,6.22,54.78,3.2,47.06,75.67,69.35,94.96,85.36,79.41,30.21,79.46,20,114.07,3.11,47.83,11,98.09,36.81,85.36,Good
1354,INST_09,Information Technology,COURSE_041,FAC_0205,Semester 3,Undergraduate,153,87.08,51.72,21,402,65.67,94.61,37.73,97.38,60.6,40.44,97,22,40.38,51.23,4.42,72.13,52.09,77.1,91.71,43.91,90.23,28.72,72.7,20,103.64,4.43,76.92,39,92.38,68.59,37.81,Average
13324,INST_08,Mechanical Engineering,COURSE_010,FAC_0290,Semester 3,Doctoral,97,79.31,89.41,150,243,71.84,84.23,58.77,69.96,61.19,79.92,70,57,51.46,52.1,1.79,68.11,52.68,57.26,68.32,56.19,65.51,53.1,84.91,16,65.6,3.13,64.96,29,62.05,65.56,56.23,Good
7115,INST_15,Electronics,COURSE_190,FAC_0005,Semester 1,Postgraduate,85,71.62,35.42,34,135,45.01,96.51,39.39,48.36,97.28,75.13,202,2,69.94,73.27,3.19,51.49,73.87,85.87,62.04,59.71,78.37,40.61,62.68,27,96.03,4.9,20.67,42,51.16,56.47,63.1,Average
14667,INST_16,Computer Science,COURSE_102,FAC_0502,Semester 3,Postgraduate,78,83.99,82.2,69,231,51.46,39.63,49.14,38.35,40.84,69.4,102,58,24.12,23.7,1.33,64.83,51.32,88.58,30.25,72.56,67.83,51.64,54.75,25,114.22,4.22,66.17,3,76.46,63.89,55.1,Average
8663,INST_04,Mathematics,COURSE_122,FAC_0532,Semester 4,Doctoral,135,87.04,91.51,102,341,73.33,75.4,65.42,59.05,87.96,80.58,126,40,10.79,96.17,1.91,58.64,80.95,52.13,60.21,80.42,68.8,61.46,33.35,2,8.07,3.29,56.22,31,73.27,100,76.96,Good
2704,INST_19,Mechanical Engineering,COURSE_001,FAC_0565,Semester 2,Undergraduate,47,61.44,85.57,26,250,59.58,50.9,68.73,36.58,72.51,70.18,90,2,61.32,21.44,3.98,74.53,53.54,63.09,33.93,47.06,82.11,60.54,87.68,20,50.56,3.85,89.41,48,44.88,75.78,67.17,Good
3331,INST_01,Biotechnology,COURSE_095,FAC_0317,Semester 2,Doctoral,148,78.76,56.54,124,443,70.46,38.73,94.04,80.43,45.64,89.08,180,31,71.3,82.34,3.72,49.07,50.12,37.56,40.28,46.46,66.43,62.52,70.39,16,18.71,2.47,77.18,13,97.7,88.49,32.64,Poor
8054,INST_16,Economics,COURSE_102,FAC_0014,Semester 2,Undergraduate,136,68.3,57.59,21,345,68.4,96.15,65.69,36.52,54.39,42.05,79,55,26.77,67.13,4.1,70.13,64.99,43.98,99.56,92.4,81.61,26.26,35.51,30,65.76,4.44,59.19,15,85.87,95.31,98.97,Average
11830,INST_08,Chemistry,COURSE_069,FAC_0115,Semester 2,Doctoral,49,81.83,53.09,40,487,97.14,31.96,42.86,27.1,79.85,44.77,18,15,55.47,39.86,3.93,69.54,60.83,37.82,62.34,53.28,79.09,89.54,59.26,33,88.07,3.66,51.73,1,94.32,59.45,54.89,Average
9589,INST_05,Computer Science,COURSE_012,FAC_0493,Semester 1,Doctoral,165,66.61,50.33,48,15,61.42,71.65,81.51,80.06,95.78,47.38,173,16,9.16,99.36,1.52,45.07,97.09,91.9,47.35,59.83,85.16,54.67,71.78,7,28.87,3.87,99.88,36,84.97,70.64,68.26,Average
3585,INST_05,Electronics,COURSE_055,FAC_0431,Semester 4,Postgraduate,73,85.75,78.25,92,22,76.04,36.42,66.68,94.07,94.59,72.65,149,78,15.05,49.54,4.06,44.55,93.51,44.28,70.9,96.51,95.68,31.67,35.59,6,94.23,1.8,98.49,2,59.27,89.2,97.79,Good
14178,INST_03,Economics,COURSE_122,FAC_0188,Semester 3,Undergraduate,164,88.08,93.83,15,55,52.33,64.5,84.03,31.66,83.25,50.94,98,77,58.75,97.66,2.65,63.59,52.97,49.98,64.16,52.53,91.83,20.83,78.21,13,114.16,3.24,65.05,20,41.24,39.37,31.08,Average
13455,INST_07,Biotechnology,COURSE_169,FAC_0537,Semester 1,Doctoral,175,93.55,94.01,88,210,52.8,93.7,50.75,90.53,57.32,93.96,10,79,7.86,27.98,2.97,48.05,53.05,82.89,40.49,72.97,69.75,32.07,77.51,11,26.64,2.98,73.23,23,80.75,69.92,92.97,Average
5646,INST_19,Biotechnology,COURSE_019,FAC_0556,Semester 4,Undergraduate,144,57.77,82.04,140,274,77.48,49.76,78.63,26.44,85.94,98.55,195,7,40.31,78.74,1.75,40.45,58.65,36.48,93.14,52.82,80.8,74.95,38.63,21,69.18,3.71,89.95,21,95.93,73.79,48.93,Average
3377,INST_20,Civil Engineering,COURSE_082,FAC_0085,Semester 3,Undergraduate,109,68.73,88.11,135,361,71.76,84.4,72.15,68.1,73.14,52,184,8,48.87,43.98,2.45,43.22,77.54,61.28,75.76,99.43,76.08,30.42,72.51,23,36.44,2.86,22.43,9,55.6,48.2,90.54,Good
1257,INST_07,Physics,COURSE_163,FAC_0036,Semester 3,Undergraduate,132,70.64,48.05,23,314,74.29,73.57,44.77,50.2,90.4,81.74,162,7,71.45,40.39,1.04,43.21,94.5,72.7,52.66,79.59,96.33,30.64,47.38,24,77.6,4.85,87.26,35,92.62,37.15,51.29,Average
6191,INST_05,Information Technology,COURSE_188,FAC_0104,Semester 2,Postgraduate,80,57.79,44.54,107,355,96.62,83,38.1,91.63,65.91,78.12,288,76,41.37,38.18,4.13,76.56,67.4,82.88,95.46,91.09,69.66,83.51,43.05,26,83.37,3.32,63.74,4,52.08,64.2,34.34,Poor
11705,INST_16,Business Administration,COURSE_037,FAC_0176,Semester 4,Doctoral,134,88.58,72.19,79,176,79.37,96.36,40.09,74.79,36.83,55.54,214,48,12.78,48.39,2.12,48.82,94.35,44.21,61.96,89.94,73.34,52.83,93.19,3,40.86,2.46,66.18,28,70.14,75.76,90.09,Average
13844,INST_16,Mechanical Engineering,COURSE_044,FAC_0496,Semester 3,Undergraduate,46,86.66,40.36,99,258,94.89,38.44,67.2,55.76,65.73,42.64,123,11,62.73,64.52,4.96,46.06,83.97,65.2,53.84,96.48,82.99,38.58,55.66,18,113.44,4.43,29.93,28,42.33,81.74,62.94,Average
13971,INST_08,Electrical Engineering,COURSE_008,FAC_0351,Semester 2,Doctoral,64,89.67,60.12,50,158,83.15,82.95,92.89,86.89,94.47,85.65,5,8,51.97,66.95,3.12,45.45,40.18,83.64,53.75,41.17,67.93,55.52,55,28,111.55,3.77,58.29,30,90.6,87.78,83.06,Good
9443,INST_07,Electronics,COURSE_027,FAC_0048,Semester 3,Doctoral,137,73.24,86.99,26,431,91.97,54.66,33.75,69.11,56.18,94.16,43,6,27.25,74.22,3.91,44.7,47.52,82.89,88.96,71.25,72.14,89.43,75.43,10,73.62,1.24,66.35,19,80.45,85.95,58.38,Average
13988,INST_16,Mathematics,COURSE_104,FAC_0586,Semester 2,Undergraduate,113,87.11,88.35,46,278,88.05,43.55,38,43.73,79.39,84.9,285,36,6.81,90.86,4.56,99.56,61.61,78.08,68.41,83.71,93.97,20.38,59.67,7,20.18,3.2,60.86,30,91.63,61.33,86.33,Good
5349,INST_05,Economics,COURSE_193,FAC_0559,Semester 4,Postgraduate,148,72.4,80.43,121,317,91.28,76.5,75.41,72.3,69.5,92.42,157,72,26.91,20.18,2.11,81.54,48.07,44.93,61.47,55.45,95.39,40.01,97.78,35,61.46,1.97,22.9,34,85.48,77.03,54.33,Average
11004,INST_02,Biotechnology,COURSE_017,FAC_0234,Semester 2,Postgraduate,99,79.52,44.65,49,493,50.83,38,44.19,73.17,46.12,91.15,47,66,64.13,35.2,2.38,47.09,63.25,90.84,90.14,52.28,87.33,76.22,30.62,3,43.45,2.88,60.4,20,99.25,75.95,47.76,Average
12491,INST_10,Electrical Engineering,COURSE_104,FAC_0301,Semester 3,Undergraduate,68,90.23,98.74,29,38,80.72,35.94,93.15,98.08,97.31,89.24,267,43,8.53,69.69,4.5,56.31,62.25,43.98,57.73,69.51,98.11,51.68,65.03,8,76.85,3.72,78.87,23,95.96,49.01,81.86,Good
11477,INST_17,Electronics,COURSE_070,FAC_0068,Semester 1,Doctoral,66,80.61,35.26,103,449,66.69,46.42,40.88,68.25,64.02,54.11,224,40,22.47,47.11,2.71,70.25,76.9,72.17,59.83,83.85,76.69,82.15,81.72,28,25.1,2.19,82.43,17,73.77,69.06,58.88,Average
11126,INST_06,Electronics,COURSE_147,FAC_0123,Semester 4,Postgraduate,130,73.49,65.65,81,178,49.3,82.62,78.26,86.93,51.59,59.97,221,3,47.15,42.72,2.21,60.58,97.47,95.64,62.88,70.09,62.81,74.18,51.99,33,55.92,4.21,83.95,8,40.37,80.36,37.25,Average
4176,INST_07,Mechanical Engineering,COURSE_039,FAC_0242,Semester 2,Postgraduate,113,70.44,89.8,38,424,72.7,52.5,50.94,81.19,32.48,75.2,47,13,7.19,24.52,2.91,80.31,51.63,43.09,70.57,70.6,68.13,30.1,61.54,8,6.22,4.26,69.6,23,68.63,98.99,36.8,Poor
13461,INST_14,Mechanical Engineering,COURSE_029,FAC_0172,Semester 2,Undergraduate,107,91.78,53.03,37,145,92.91,65.28,94.12,34.67,34.11,67.95,278,76,64.31,64.62,2.84,91.87,97.14,87.23,37.57,57.33,77.04,22.57,85.32,18,106.87,1.58,35.38,8,61.06,89.18,85.61,Good
4911,INST_04,Physics,COURSE_013,FAC_0227,Semester 4,Postgraduate,132,75.72,38.03,24,330,56.2,71.35,39.6,86.72,51.87,80.11,83,45,15.45,57.75,2.96,49.94,55.6,69.74,30.31,77.73,83.33,93.39,71.88,30,91.07,3.98,34.06,24,74.83,59.22,89.85,Average
1853,INST_15,Civil Engineering,COURSE_104,FAC_0108,Semester 1,Undergraduate,144,78.58,51.65,90,131,61.67,46.09,41.56,94.63,61.29,45.36,258,45,22.03,65.3,1.66,70.41,62.82,59.71,44.6,79.94,91.7,36.76,45.54,20,93.2,3.27,62.64,20,40.33,43.12,56.5,Poor
6317,INST_13,Computer Science,COURSE_044,FAC_0329,Semester 1,Postgraduate,109,78.65,98.4,5,326,72.93,76.01,67.29,93.99,32.86,73.09,258,63,71.94,29.86,3.58,97.12,67.83,63.74,92.89,51.14,89.6,69.2,75.13,33,73.67,3.06,40.02,27,66.32,50.35,98.1,Average
12973,INST_05,Physics,COURSE_149,FAC_0437,Semester 1,Postgraduate,28,89.71,72.88,48,128,67.91,87.89,42.17,70.67,48.71,85.64,10,37,10.79,79.75,3.6,65.38,41.56,58.37,57.2,88.73,80.26,35.38,46.93,24,85.16,4.34,85.29,41,99.53,52.77,44.85,Average
14787,INST_05,Electrical Engineering,COURSE_127,FAC_0528,Semester 2,Undergraduate,156,88.19,53.7,72,469,57.5,40.33,30.77,27.08,70.33,92.43,120,60,58.37,32.4,1.65,94.99,99.41,43.87,64.85,57.39,65.04,58.15,77.65,9,107.15,4.67,40.29,13,42.53,77.41,89.93,Poor
2106,INST_04,Business Administration,COURSE_193,FAC_0012,Semester 1,Undergraduate,79,61.04,40.4,96,107,87.15,80.22,81.87,50.03,64.06,71.91,258,61,13.97,76.08,1.01,49.15,57.54,41.93,66.69,67.78,80.53,71.79,93.27,24,45.64,3,34.22,14,63.91,87.5,31.38,Average
134,INST_02,Electrical Engineering,COURSE_022,FAC_0393,Semester 2,Doctoral,103,68.97,89.02,129,153,97.78,98,63.07,92.87,84.97,62.15,25,38,51.56,42.86,3.18,71.04,56.53,66.68,81.95,97.04,79.78,37.46,47.39,18,54.59,4.43,80.16,5,94.82,46.31,34.39,Average
13429,INST_06,Physics,COURSE_020,FAC_0524,Semester 3,Postgraduate,27,72.69,61.95,84,81,85.6,68.72,40.38,25.18,85.59,55.95,3,36,45.59,25.37,1.89,72.44,88.74,46.91,90.05,97.4,85.65,61.16,96.26,31,100.06,4.73,32.92,39,86.72,92.99,54.32,Average
5030,INST_16,Physics,COURSE_119,FAC_0517,Semester 4,Doctoral,130,95.08,66.5,54,261,84.14,35.16,83.7,90.71,27.86,73.14,54,44,14.78,70.63,3.8,55.68,75.99,71.85,33.2,92.51,78.14,78.26,55.79,2,113.28,2.01,23.66,44,72.27,76.81,55.05,Average
929,INST_15,Physics,COURSE_067,FAC_0539,Semester 2,Undergraduate,89,86.41,59.06,44,171,98.62,67.59,95,83.17,79.54,87.03,183,31,47.21,89.49,4.83,59.27,82.13,50.65,38.37,50.93,73.23,52.93,81.97,16,55.1,1.19,98.61,36,54.93,74.36,62.76,Good
824,INST_12,Information Technology,COURSE_124,FAC_0359,Semester 3,Postgraduate,86,63.14,61.02,82,208,76.39,70.09,70.63,69.62,87.84,49.84,299,47,24.06,91.12,2.25,62.6,69.3,99.09,37.95,50.08,75.73,94.77,36.05,6,57.67,3.06,54.84,11,65.68,79.32,70.87,Average
7577,INST_12,Civil Engineering,COURSE_089,FAC_0323,Semester 1,Postgraduate,81,66.92,80.27,77,84,54.59,73.06,40.54,25.61,74.01,89.72,140,7,7.61,78.73,1.49,43.69,99.48,82.07,97.76,68.23,94.88,50.34,46.65,24,17.77,2.06,31.39,5,53.2,72.91,55.05,Average
11633,INST_04,Mechanical Engineering,COURSE_180,FAC_0462,Semester 4,Undergraduate,20,75.11,48.11,66,190,84.22,94.19,34.17,61.26,85.49,48.25,162,13,13.17,86.95,2.4,94.26,87.66,70.4,62.95,45.2,69.25,32.83,89.48,18,43.16,4.15,52.42,38,43.61,51.15,69.74,Good
1532,INST_13,Computer Science,COURSE_009,FAC_0328,Semester 2,Doctoral,180,99.65,91.56,116,28,86.92,31.01,94.1,70.86,80.39,52.03,188,55,25.38,85.26,4,47.16,55.44,96.34,70.97,83.85,61.51,54.87,38.52,8,33.77,2.51,72.33,50,46.37,87.78,69.67,Good
1215,INST_17,Civil Engineering,COURSE_044,FAC_0553,Semester 4,Undergraduate,49,97.84,77.33,122,377,84.69,57.76,40.73,87.11,44.2,51.48,154,2,59.13,63.2,3.25,74.02,72.25,53.67,78.11,49.3,60.19,35.55,70.68,33,76.98,4.98,61.53,21,93.95,89.76,43.85,Good
505,INST_12,Civil Engineering,COURSE_047,FAC_0465,Semester 1,Doctoral,124,62.04,84.91,86,227,97.85,82.94,79.35,62.98,73.29,85.74,41,0,33.22,40.44,2.12,68.65,74.99,99.37,51.77,99.17,60.69,20.28,81.33,8,116.26,2.66,33.73,29,84.4,85.5,74.93,Average
12478,INST_05,Physics,COURSE_188,FAC_0236,Semester 4,Postgraduate,97,81.01,52.11,49,283,80.57,75.09,43,38.4,99.2,74.37,274,49,29.4,79.33,3.54,44.45,68.03,49.85,63.78,86.29,74.82,96.32,60.45,4,20.66,3.65,39.37,11,63.89,57.57,85.8,Good
10189,INST_02,Computer Science,COURSE_103,FAC_0257,Semester 4,Undergraduate,30,92.92,90.5,20,286,69.24,72.83,71.4,33.78,41.62,88.52,143,73,48.81,40.44,2.95,82.24,75.29,56.23,46.26,86.41,98.45,62.69,55.19,19,117.56,2.11,61.94,7,51.81,99.47,93.98,Good
6531,INST_06,Physics,COURSE_158,FAC_0534,Semester 2,Doctoral,165,75.61,95.18,75,51,89.36,69.69,51.32,28.15,75.64,89.17,101,31,18.28,72,1.2,87.22,67.11,66.29,65.29,73.54,91.38,40.31,36.41,33,27.08,1.27,94.24,17,81.59,39.91,51.99,Average
3073,INST_11,Chemistry,COURSE_124,FAC_0520,Semester 3,Doctoral,30,67.17,50.13,79,188,53.78,94.58,54.33,45.6,73.01,51.12,175,45,36.92,64.83,3.29,61.35,56.27,91.88,81.74,79.9,90.67,23.46,90.42,17,56.6,4.37,79.35,41,99.02,97.54,83.49,Good
10151,INST_17,Information Technology,COURSE_070,FAC_0544,Semester 4,Doctoral,25,85.84,98.97,101,386,82.33,53.27,78.44,41.87,82.44,87.38,121,22,27.72,69.83,4.67,85.91,57.62,54.66,68.05,54.78,65.77,41.11,91.82,14,4.6,4.99,67.2,27,57.1,61.86,99.61,Good
