Teacher_ID,Institution_ID,Department,Academic_Rank,Qualification_Level,Employment_Type,Assessment_Year,Assessment_Round,Years_of_Experience,Teaching_Effectiveness_Score,Student_Feedback_Score,Peer_Evaluation_Score,Course_Completion_Rate,Curriculum_Innovation_Score,Teaching_Load_Hours_Per_Week,Digital_Teaching_Adoption_Score,Student_Outcome_Improvement_Score,Publication_Count,Journal_Quality_Index,Citation_Count,Research_Project_Count,Research_Funding_Amount_Lakh,Patent_Count,Conference_Presentation_Count,Research_Collaboration_Index,Training_Hours_Completed,Workshop_Participation_Count,Certification_Count,Faculty_Development_Program_Score,Lifelong_Learning_Index,Mentoring_Score,Academic_Service_Score,Committee_Participation_Count,Leadership_Role_Count,Institutional_Contribution_Score,Community_Extension_Score,Ethics_Compliance_Score,Punctuality_Score,Assessment_Submission_Timeliness,Absenteeism_Days,Student_Grievance_Count,Administrative_Compliance_Score,Teaching_Dimension_Score,Research_Dimension_Score,Professional_Development_Dimension_Score,Institutional_Service_Dimension_Score,Ethics_Reliability_Dimension_Score,Development_Quality_Score,Low_Development_Score,Moderate_Development_Score,High_Development_Score,Development_Quality_Level
TCH_08501,University_B,Electrical Engineering,Professor,PhD,Visiting,2022,Round_2,23,89.11,89.97,93.09,93.66,71.47,9.33,81.57,81.19,14,74.56,125.0,6,8.44,0,6,86.65,42.06,5,3,90.01,95.74,99.23,80.12,2,0,82.18,78.0,91.98,83.59,86.69,2,3,90.4,75.76,45.27,55.37,54.45,78.15,61.55,0.099,0.662,0.0,Moderate_Development
TCH_08502,University_A,English,Assistant Professor,PhD,Permanent,2024,Round_2,7,81.98,80.53,74.78,90.21,67.66,13.83,79.71,83.22,8,76.32,83.0,4,10.92,3,5,74.71,57.6,4,2,96.62,77.32,59.76,79.72,8,1,72.62,73.98,92.95,74.0,75.17,8,3,74.7,64.5,41.47,50.91,48.6,62.19,51.56,0.384,0.262,0.0,Improvement_Oriented
TCH_08503,University_F,Mechanical Engineering,Professor,PhD,Permanent,2024,Round_2,19,78.36,71.54,84.08,82.93,71.52,13.92,70.99,75.15,10,58.74,86.0,2,13.54,0,5,65.93,62.92,9,0,62.01,71.12,79.49,79.21,4,1,81.92,77.98,92.14,84.47,71.56,4,2,73.94,58.06,30.66,41.93,52.69,68.57,49.29,0.449,0.172,0.0,Improvement_Oriented
TCH_08504,University_E,Computer Science,Associate Professor,PhD,Permanent,2022,Round_2,12,87.1,92.07,86.93,94.18,86.39,16.9,92.52,95.16,5,87.6,138.0,5,15.3,1,14,100.0,84.87,12,4,95.52,86.55,100.0,94.1,6,3,99.32,94.66,92.1,93.97,91.86,3,2,91.31,83.17,54.41,73.06,75.13,84.06,73.5,0.0,0.86,0.283,Moderate_Development
TCH_08505,University_C,Chemistry,Professor,Master,Contract,2022,Round_1,24,88.34,80.51,79.33,84.11,73.15,12.26,73.31,79.99,10,72.16,85.0,4,16.55,2,7,78.68,41.89,8,2,81.17,80.04,78.33,83.28,6,2,77.58,67.04,92.59,85.44,74.36,3,6,87.89,64.25,42.98,49.59,53.69,69.33,57.06,0.227,0.482,0.0,Moderate_Development
TCH_08506,University_A,Electrical Engineering,Assistant Professor,PhD,Permanent,2021,Round_2,12,82.11,92.4,76.04,84.41,86.0,7.02,80.82,91.83,12,78.47,89.0,2,12.5,0,9,71.61,67.58,5,3,78.9,81.56,85.91,80.14,8,1,80.14,81.28,91.08,81.6,89.53,2,6,74.39,71.85,38.86,51.95,59.06,69.18,56.17,0.252,0.447,0.0,Moderate_Development
TCH_08507,University_D,Computer Science,Assistant Professor,Master,Permanent,2023,Round_1,7,77.94,96.14,78.79,88.85,90.44,9.28,78.61,87.15,14,79.93,72.0,6,,0,2,75.75,67.2,8,1,93.79,80.28,81.61,86.47,5,1,78.51,74.45,91.38,79.35,77.03,6,2,85.06,73.06,39.12,56.04,54.47,69.89,56.58,0.241,0.463,0.0,Moderate_Development
TCH_08508,University_F,Computer Science,Professor,PhD,Contract,2021,Round_2,16,79.71,86.58,80.66,88.91,100.0,21.32,87.67,87.57,13,95.79,264.42016119804566,2,13.48,1,8,85.61,82.03,6,1,86.39,98.91,90.28,88.39,5,6,79.24,79.6,96.46,92.81,81.68,6,3,91.47,75.88,48.79,59.72,66.87,78.53,66.64,0.0,0.866,0.055,Moderate_Development
TCH_08509,University_F,Chemistry,Assistant Professor,Master,Contract,2022,Round_1,5,94.08,89.08,91.75,92.44,90.94,18.72,99.32,92.57,15,91.6,98.0,5,12.01,0,4,93.67,45.84,10,4,100.0,86.96,94.86,96.12,3,3,78.72,87.72,100.0,93.6,82.79,8,2,94.48,87.03,46.17,64.95,64.53,81.33,70.83,0.0,0.967,0.194,Moderate_Development
TCH_08510,University_C,Physics,Associate Professor,Postdoctoral,Visiting,2025,Round_2,20,88.87,96.92,85.98,93.67,86.57,19.57,92.7,82.58,11,87.69,122.0,4,14.84,2,5,81.04,78.14,10,1,97.94,87.59,95.25,89.57,9,0,94.24,82.26,96.95,90.77,100.0,3,0,96.65,81.43,47.82,64.27,66.94,92.15,71.96,0.0,0.922,0.232,Moderate_Development
TCH_08511,University_F,Education,Assistant Professor,PhD,Permanent,2024,Round_1,8,73.34,75.6,58.98,74.69,62.66,10.13,63.13,73.53,12,55.02,65.0,0,11.69,0,2,52.59,67.83,5,1,74.64,70.52,68.72,60.01,3,1,61.56,61.51,73.95,80.7,82.12,7,2,78.91,43.92,22.86,43.15,35.44,61.51,40.93,0.688,0.0,0.0,Improvement_Oriented
TCH_08512,University_D,Physics,Associate Professor,PhD,Permanent,2024,Round_2,15,77.11,75.32,68.56,81.01,77.16,12.88,79.54,73.11,5,68.58,85.0,2,14.41,0,3,67.46,61.0,2,2,75.91,67.06,58.11,77.05,7,1,75.77,58.27,85.5,84.71,75.37,6,1,77.93,56.37,28.83,39.21,43.84,67.77,42.4,0.646,0.0,0.0,Improvement_Oriented
TCH_08513,University_A,Computer Science,Professor,PhD,Permanent,2022,Round_2,21,89.64,84.12,89.65,97.65,86.23,17.43,94.94,83.49,12,92.27,136.0,2,9.28,1,6,87.92,90.81,4,3,94.8,84.38,88.26,93.71,5,2,91.26,80.42,96.79,88.64,94.7,8,3,77.43,81.53,47.13,60.53,64.14,75.75,67.56,0.0,0.902,0.085,Moderate_Development
TCH_08514,University_C,Biotechnology,Professor,Master,Visiting,2024,Round_2,23,85.52,80.82,88.1,90.91,78.93,7.9,75.19,79.77,19,86.27,142.0,2,10.77,1,7,89.47,72.18,10,2,82.54,79.33,84.64,80.07,4,0,75.32,52.47,84.68,91.77,94.02,7,6,91.88,69.78,51.31,57.84,45.42,71.98,67.23,0.0,0.889,0.074,Moderate_Development
TCH_08515,University_H,Mathematics,Assistant Professor,PhD,Permanent,2021,Round_2,4,90.49,86.12,96.58,86.08,79.55,6.59,81.32,84.98,12,87.63,95.0,5,9.25,0,1,80.61,67.76,10,2,91.33,81.94,86.95,81.15,8,1,83.38,,96.85,79.85,91.83,5,5,95.86,76.06,38.93,60.58,59.68,77.09,60.56,0.127,0.622,0.0,Moderate_Development
TCH_08516,University_F,Biotechnology,Assistant Professor,PhD,Contract,2024,Round_1,7,75.51,79.27,82.99,94.22,85.52,8.85,69.95,80.05,12,64.43,83.0,4,12.89,2,5,72.51,58.72,3,1,63.07,67.82,83.77,76.91,2,1,77.75,71.62,92.95,86.94,76.66,6,1,82.83,66.4,39.34,34.45,48.76,73.69,54.24,0.307,0.37,0.0,Improvement_Oriented
TCH_08517,University_F,Chemistry,Professor,Master,Permanent,2025,Round_1,16,83.82,81.17,97.26,95.4,98.14,11.23,86.53,90.71,5,97.35,117.0,1,18.28,0,5,95.64,68.47,8,3,89.15,88.79,85.41,100.0,7,2,90.7,70.24,98.87,93.84,96.45,3,0,93.9,82.6,42.38,61.57,64.68,92.07,72.53,0.0,0.899,0.251,Moderate_Development
TCH_08518,University_D,Computer Science,Professor,Master,Permanent,2023,Round_1,14,71.14,80.72,81.21,84.38,70.42,18.11,73.05,69.73,6,79.74,98.0,2,7.05,0,4,68.59,59.02,3,1,80.37,74.83,68.81,77.81,4,2,59.78,61.53,85.13,85.12,68.24,9,5,85.57,56.93,31.75,42.05,42.13,59.61,47.19,0.509,0.088,0.0,Improvement_Oriented
TCH_08519,University_E,Computer Science,Lecturer,Postdoctoral,Visiting,2021,Round_2,1,79.31,91.54,75.48,89.4,87.86,15.53,89.91,82.03,16,84.49,61.0,5,13.24,1,4,78.26,56.72,2,4,82.35,90.54,94.17,68.3,2,2,76.11,75.06,86.74,82.75,94.39,10,1,75.2,72.52,42.21,51.96,51.38,69.68,54.32,0.305,0.373,0.0,Improvement_Oriented
TCH_08520,University_E,Mechanical Engineering,Associate Professor,PhD,Permanent,2023,Round_1,17,79.38,75.6,78.44,87.22,62.25,16.67,68.29,75.76,5,61.93,100.0,1,10.92,1,5,56.77,47.64,5,1,74.51,67.18,74.48,66.38,3,0,61.33,53.31,80.23,70.09,75.89,4,5,72.33,56.92,28.98,38.44,35.03,55.3,42.66,0.638,0.0,0.0,Improvement_Oriented
TCH_08521,University_G,Education,Assistant Professor,Master,Permanent,2023,Round_2,1,56.37,62.62,59.83,67.16,41.08,12.09,58.37,64.23,8,49.73,19.0,1,5.19,0,2,41.91,54.4,4,0,50.75,53.49,58.1,51.02,1,0,48.11,50.83,79.8,68.64,74.63,8,7,63.81,25.93,14.08,24.64,21.02,45.63,26.6,1.0,0.0,0.0,Improvement_Oriented
TCH_08522,University_F,Mechanical Engineering,Professor,Master,Permanent,2025,Round_1,28,80.68,79.3,87.59,84.83,76.29,8.8,70.16,81.24,11,72.0,112.0,4,11.84,0,4,72.78,26.4,6,1,76.38,79.2,75.24,76.56,2,1,75.32,47.8,86.03,93.81,79.52,5,2,80.1,64.48,37.46,40.43,40.65,72.38,54.6,0.297,0.384,0.0,Improvement_Oriented
TCH_08523,University_H,Chemistry,Assistant Professor,PhD,Permanent,2025,Round_2,9,76.27,71.36,72.44,80.71,79.63,14.08,75.11,77.72,5,64.78,81.0,3,15.84,0,2,77.17,45.36,3,1,69.16,76.4,56.3,68.19,7,2,76.23,69.87,82.77,69.13,80.84,3,7,71.5,56.68,29.95,36.69,45.47,55.53,44.37,0.589,0.0,0.0,Improvement_Oriented
TCH_08524,University_A,Management,Associate Professor,PhD,Permanent,2025,Round_2,15,79.89,78.91,84.79,91.92,76.49,12.21,74.0,79.76,7,71.67,88.0,6,10.11,0,3,83.35,63.52,4,1,85.43,68.52,84.01,74.63,3,1,78.34,67.93,88.86,94.22,82.99,10,3,83.24,66.38,36.0,43.71,48.64,70.26,53.83,0.319,0.353,0.0,Improvement_Oriented
TCH_08525,University_C,Physics,Associate Professor,PhD,Permanent,2025,Round_2,6,72.04,60.68,,82.3,54.09,12.42,69.69,64.55,5,49.4,62.0,5,6.81,1,1,61.3,20.3,5,1,56.33,63.43,51.5,63.64,3,1,57.21,59.05,86.08,74.71,77.97,4,2,74.97,45.07,24.5,26.81,30.18,65.03,37.2,0.794,0.0,0.0,Improvement_Oriented
TCH_08526,University_F,Mechanical Engineering,Professor,Master,Visiting,2021,Round_2,17,91.14,94.15,88.71,90.25,75.29,16.56,89.69,86.7,13,72.06,121.0,1,18.83,3,7,98.58,64.59,7,4,96.94,75.67,80.74,90.73,10,2,81.45,93.59,97.73,86.78,83.13,6,3,92.53,79.05,50.54,59.72,67.05,77.91,64.68,0.009,0.787,0.0,Moderate_Development
TCH_08527,University_B,Chemistry,Professor,PhD,Permanent,2025,Round_2,21,87.21,94.62,89.37,84.4,78.25,14.37,92.31,74.5,11,79.19,101.0,5,17.46,0,7,87.92,71.1,5,4,79.49,76.89,81.76,83.79,8,3,74.59,82.29,91.32,83.77,86.1,6,4,84.04,74.48,44.44,53.26,61.04,71.15,63.56,0.041,0.742,0.0,Moderate_Development
TCH_08528,University_C,Physics,Assistant Professor,PhD,Permanent,2021,Round_1,6,83.32,73.68,75.85,83.14,73.88,11.71,77.45,80.67,12,74.37,82.0,3,16.19,0,5,68.36,67.28,9,2,83.82,90.85,78.76,81.98,5,4,84.73,69.72,92.95,83.63,85.51,4,3,76.98,61.15,35.88,59.72,58.13,72.64,55.89,0.26,0.436,0.0,Moderate_Development
TCH_08529,University_G,Chemistry,Associate Professor,PhD,Permanent,2024,Round_2,17,77.18,82.46,81.21,83.0,90.01,14.04,79.9,85.09,11,86.37,111.0,4,30.65309626299616,1,5,76.7,52.27,4,2,73.02,76.14,66.16,71.49,4,0,71.74,69.8,87.05,85.04,86.38,2,3,77.67,67.87,43.97,42.35,41.3,72.6,50.18,0.423,0.207,0.0,Improvement_Oriented
TCH_08530,University_E,Management,Professor,PhD,Permanent,2023,Round_1,18,88.19,89.94,87.11,82.42,81.39,9.85,88.03,84.44,13,67.65,105.0,3,36.66,1,6,81.3,73.3,4,6,74.75,80.66,83.37,84.27,5,1,69.94,58.12,87.95,80.01,74.76,6,4,93.45,74.34,46.02,56.08,48.72,67.5,59.38,0.161,0.575,0.0,Moderate_Development
TCH_08531,University_H,Education,Associate Professor,Master,Permanent,2024,Round_1,15,78.06,75.6,81.52,88.48,62.7,10.77,68.38,74.54,9,79.07,96.0,0,11.19,0,5,60.38,69.76,3,1,70.51,69.44,63.0,78.82,3,4,77.73,67.7,90.22,78.04,81.55,4,3,76.19,57.63,31.32,39.21,48.93,68.1,45.78,0.549,0.031,0.0,Improvement_Oriented
TCH_08532,University_F,Education,Associate Professor,PhD,Permanent,2024,Round_2,16,97.82,93.48,83.58,90.48,86.55,12.73,83.25,78.82,15,85.9,97.0,6,10.28,1,7,77.8,78.27,10,5,75.55,64.13,87.02,83.17,3,0,85.15,75.34,88.27,89.68,75.47,2,1,90.8,78.19,47.16,57.9,53.18,77.74,61.46,0.101,0.658,0.0,Moderate_Development
TCH_08533,University_D,Chemistry,Associate Professor,PhD,Permanent,2022,Round_2,12,77.49,81.63,63.83,80.3,72.18,7.94,62.54,75.65,9,65.25,68.0,1,9.44,1,4,86.63,47.58,2,0,64.34,71.35,62.39,65.25,8,2,70.69,69.35,87.24,84.76,74.85,14,2,80.93,52.08,33.01,30.66,45.91,61.22,45.42,0.559,0.017,0.0,Improvement_Oriented
TCH_08534,University_B,Mechanical Engineering,Assistant Professor,PhD,Permanent,2024,Round_1,5,86.03,81.42,76.27,83.41,75.36,15.88,79.72,90.32,10,85.62,107.0,4,38.63,1,5,85.22,48.05,6,0,83.57,74.54,84.11,78.72,6,2,83.88,86.04,98.39,78.14,93.06,5,1,88.83,67.24,49.05,42.99,59.78,81.13,59.39,0.16,0.576,0.0,Moderate_Development
TCH_08535,University_F,Education,Associate Professor,PhD,Permanent,2024,Round_1,6,87.55,76.96,80.62,87.63,81.74,7.6,84.38,96.88,11,83.82,123.0,3,13.25,2,8,89.04,50.54,5,2,85.81,86.47,88.45,88.47,6,3,87.87,90.56,94.33,85.66,89.72,5,3,84.84,73.17,49.45,50.61,66.97,76.73,63.62,0.039,0.745,0.0,Moderate_Development
TCH_08536,University_H,Mathematics,Assistant Professor,Postdoctoral,Contract,2022,Round_2,7,87.88,85.2,82.14,83.2,74.64,9.52,86.22,73.68,12,69.07,67.0,6,24.41,1,5,67.08,56.92,6,2,83.98,75.02,88.42,73.78,12,0,100.0,75.5,95.58,84.9,70.91,2,4,92.97,67.57,39.92,48.85,64.32,74.47,56.07,0.255,0.443,0.0,Moderate_Development
TCH_08537,University_G,Mechanical Engineering,Assistant Professor,Postdoctoral,Permanent,2024,Round_1,9,60.54,65.39,62.21,71.09,63.35,11.64,61.59,65.16,8,57.3,36.0,3,14.05,1,2,54.61,34.66,1,1,58.76,47.95,58.25,46.58,0,0,60.9,56.58,79.78,71.4,62.97,8,4,69.8,35.17,24.5,19.8,23.34,48.68,25.0,1.0,0.0,0.0,Improvement_Oriented
TCH_08538,University_A,Electrical Engineering,Professor,PhD,Permanent,2022,Round_1,17,77.78,77.91,78.42,90.13,90.57,14.72,94.0,88.01,10,79.95,102.0,5,24.72,0,2,74.23,62.77,3,1,89.82,80.74,76.58,78.24,3,2,80.16,91.04,93.95,88.04,81.14,7,2,84.42,72.74,39.82,47.51,54.71,74.18,57.2,0.223,0.488,0.0,Moderate_Development
TCH_08539,University_B,English,Lecturer,PhD,Permanent,2021,Round_1,1,80.58,100.0,89.33,94.32,84.15,13.17,88.61,77.48,6,89.62,96.0,3,11.02,1,6,83.31,107.76,4,1,95.07,88.54,94.72,98.75,6,2,100.0,85.08,89.48,94.07,95.99,5,3,100.0,78.29,40.92,60.96,71.31,83.72,61.29,0.106,0.652,0.0,Moderate_Development
TCH_08540,University_G,Chemistry,Assistant Professor,PhD,Permanent,2023,Round_2,3,85.91,97.04,83.08,96.77,77.97,4.0,89.46,84.74,6,90.5,88.0,3,12.17,0,7,90.8,47.74,11,2,86.39,100.0,77.03,94.52,8,2,88.74,70.03,98.6,90.98,92.08,5,0,88.08,78.93,40.53,62.64,61.62,86.25,62.34,0.076,0.694,0.0,Moderate_Development
TCH_08541,University_F,Chemistry,Assistant Professor,PhD,Permanent,2025,Round_1,5,84.8,100.0,86.09,81.73,65.35,10.81,98.93,83.0,8,84.85,104.0,3,19.08,1,3,76.38,49.16,7,0,89.46,94.21,80.32,87.62,4,2,93.13,97.67,93.05,91.82,84.94,2,2,82.7,74.44,40.07,52.64,63.71,79.89,60.56,0.127,0.622,0.0,Moderate_Development
TCH_08542,University_A,Chemistry,Assistant Professor,Postdoctoral,Permanent,2024,Round_2,8,77.55,78.42,69.42,80.16,83.99,19.62,72.15,82.25,11,70.11,83.0,4,10.13,3,1,86.15,61.15,4,2,66.16,67.02,86.27,75.68,1,1,77.8,69.06,90.62,75.96,82.89,7,4,86.56,59.03,40.87,38.9,47.53,67.16,51.69,0.38,0.268,0.0,Improvement_Oriented
TCH_08543,University_B,Management,Professor,PhD,Permanent,2021,Round_1,20,78.81,78.19,82.26,91.19,67.86,15.81,70.12,85.11,13,78.4,102.0,3,6.85,1,5,78.18,61.09,7,2,70.75,87.22,66.99,79.77,6,1,70.52,73.8,81.55,86.86,84.0,6,2,75.9,63.63,40.58,50.79,47.88,67.49,56.32,0.248,0.453,0.0,Moderate_Development
TCH_08544,University_A,Chemistry,Associate Professor,PhD,Permanent,2023,Round_1,8,80.22,77.12,87.81,90.2,54.17,9.23,77.05,79.19,10,72.07,76.0,3,5.34,0,3,58.3,50.75,4,2,65.44,68.81,73.3,71.03,2,1,80.21,81.35,79.28,74.65,82.7,9,6,74.5,62.46,28.79,37.41,47.26,53.62,43.15,0.624,0.0,0.0,Improvement_Oriented
TCH_08545,University_A,Education,Assistant Professor,PhD,Contract,2021,Round_2,1,91.81,92.25,88.15,89.05,74.99,11.66,75.15,94.02,12,80.75,202.72212358516833,3,19.13,0,6,71.74,67.73,6,3,91.48,75.06,87.1,79.74,5,0,84.12,72.97,95.54,84.82,95.25,3,2,81.43,76.47,39.63,55.08,53.67,80.85,61.51,0.1,0.66,0.0,Moderate_Development
TCH_08546,University_B,Education,Associate Professor,PhD,Permanent,2022,Round_2,17,54.95,62.68,72.77,78.61,58.34,44.8071696320315,51.96,58.48,3,41.91,62.0,2,5.21,0,2,66.01,21.39,4,0,58.16,50.74,39.89,45.59,1,0,54.32,41.65,77.2,68.84,58.02,5,5,57.8,33.45,18.6,20.15,14.42,42.71,28.5,1.0,0.0,0.0,Improvement_Oriented
TCH_08547,University_B,English,Assistant Professor,PhD,Permanent,2021,Round_2,1,84.02,85.56,89.29,85.28,77.69,11.88,75.88,71.83,13,68.39,89.0,2,11.97,1,3,74.11,48.28,5,1,86.92,86.07,87.67,81.9,4,3,82.7,72.83,89.11,86.53,86.84,4,2,88.42,66.93,35.84,48.42,57.92,77.01,54.45,0.301,0.378,0.0,Improvement_Oriented
TCH_08548,University_A,English,Assistant Professor,Postdoctoral,Permanent,2024,Round_2,4,86.98,79.07,79.2,87.58,75.62,9.96,72.13,85.27,8,85.51,82.0,4,23.82,3,7,84.5,54.81,6,3,81.44,81.13,83.67,83.51,8,1,79.0,86.2,93.16,79.67,84.78,5,5,79.26,66.15,48.56,51.65,60.08,68.27,55.7,0.266,0.428,0.0,Moderate_Development
TCH_08549,University_G,Biotechnology,Professor,Master,Permanent,2024,Round_1,19,80.61,89.43,79.27,86.18,81.64,10.66,86.68,80.66,12,77.65,115.0,5,21.7,0,8,76.58,56.74,5,3,77.91,85.69,89.88,71.87,2,2,75.79,76.19,88.85,84.01,95.83,4,0,88.27,69.98,45.43,51.05,51.3,81.7,56.16,0.253,0.446,0.0,Moderate_Development
TCH_08550,University_H,Mechanical Engineering,Assistant Professor,PhD,Permanent,2025,Round_1,1,82.79,77.55,75.49,81.78,52.64,14.99,74.05,87.46,11,68.6,72.0,5,16.65,0,6,76.09,63.39,6,1,80.36,78.71,80.44,80.59,5,1,85.1,81.53,84.45,90.5,83.18,6,3,92.26,58.06,37.44,48.07,55.88,73.09,56.43,0.245,0.457,0.0,Moderate_Development
TCH_08551,University_E,Education,Associate Professor,PhD,Permanent,2025,Round_1,5,83.45,96.17,100.0,94.04,89.14,15.28,89.11,91.73,20,93.99,95.0,11,16.09,0,5,89.74,,8,1,83.74,78.68,79.62,86.37,4,0,100.0,,90.17,93.71,89.01,2,3,92.94,85.59,55.04,53.24,59.95,82.11,66.05,0.0,0.842,0.035,Moderate_Development
TCH_08552,University_B,Education,Assistant Professor,PhD,Contract,2024,Round_1,1,82.86,70.52,82.7,85.73,66.56,18.72,66.83,81.61,11,78.92,68.0,6,26.26,0,6,74.72,53.23,3,4,83.26,71.37,83.07,64.83,7,0,72.1,47.36,82.7,75.19,77.95,11,5,71.51,59.25,41.47,46.8,42.47,52.66,46.62,0.525,0.065,0.0,Improvement_Oriented
TCH_08553,University_F,Management,Assistant Professor,PhD,Permanent,2021,Round_1,9,67.73,82.2,73.43,76.17,78.25,14.73,57.21,69.31,7,66.96,61.0,2,6.41,1,3,74.47,29.14,5,1,58.93,68.35,68.68,57.54,5,0,60.14,71.19,83.69,69.9,80.45,4,6,84.36,49.08,29.31,30.75,36.99,60.37,35.77,0.835,0.0,0.0,Improvement_Oriented
TCH_08554,University_C,Education,Lecturer,PhD,Permanent,2024,Round_1,1,95.27,89.35,86.03,91.63,88.36,16.28,98.38,85.74,10,82.79,94.0,4,28.15,2,5,88.48,81.96,3,1,88.19,85.22,93.09,80.46,9,1,83.29,81.14,95.16,93.58,90.36,5,2,100.0,83.17,48.09,51.87,62.82,85.69,67.57,0.0,0.903,0.086,Moderate_Development
TCH_08555,University_D,Education,Assistant Professor,PhD,Contract,2021,Round_1,5,69.3,74.57,63.78,81.3,58.91,12.2,83.2,65.01,8,73.66,82.0,2,13.38,1,4,62.18,71.3,5,1,75.57,75.96,87.75,71.19,3,2,69.28,66.46,88.06,80.03,87.53,3,3,90.01,48.04,32.67,45.8,47.88,74.55,40.25,0.707,0.0,0.0,Improvement_Oriented
TCH_08556,University_A,Biotechnology,Professor,PhD,Visiting,2024,Round_2,19,84.34,81.61,81.46,93.17,78.44,10.62,87.39,71.31,14,84.42,119.0,4,25.91,1,5,78.06,70.51,2,3,77.75,82.75,66.48,62.77,3,2,71.07,67.69,87.76,82.45,76.91,1,6,83.68,69.32,48.11,48.5,40.9,67.44,56.01,0.257,0.44,0.0,Moderate_Development
TCH_08557,University_A,Mathematics,Assistant Professor,PhD,Permanent,2023,Round_1,1,99.17,87.21,93.06,97.83,100.0,10.04,92.02,97.41,11,87.84,93.0,6,20.78,2,5,100.0,,1,1,80.26,97.98,82.44,83.15,6,1,83.12,92.79,93.84,93.0,88.94,8,1,95.38,91.42,51.65,49.51,60.04,82.0,66.68,0.0,0.867,0.056,Moderate_Development
TCH_08558,University_D,Biotechnology,Lecturer,PhD,Permanent,2021,Round_2,1,66.48,66.34,69.34,82.5,55.47,12.9,77.85,69.25,10,64.45,50.0,5,19.03,1,8,69.79,53.51,1,0,66.19,61.98,77.98,63.17,4,2,77.77,64.48,78.17,83.23,78.18,5,2,71.86,46.23,37.34,27.94,46.04,62.57,38.74,0.75,0.0,0.0,Improvement_Oriented
TCH_08559,University_E,Mathematics,Professor,Master,Permanent,2022,Round_1,20,71.35,60.42,66.31,83.72,63.03,12.12,62.48,62.78,7,80.21,99.0,1,7.81,0,2,66.63,29.84,1,1,62.24,69.94,66.99,62.29,1,1,67.07,63.6,87.82,75.64,79.89,4,4,62.09,41.96,29.95,27.07,35.29,60.21,38.66,0.753,0.0,0.0,Improvement_Oriented
TCH_08560,University_D,Biotechnology,Associate Professor,Master,Contract,2022,Round_1,10,93.26,83.53,84.13,88.94,79.54,9.13,87.53,80.59,12,77.36,94.0,6,23.85,0,6,84.91,54.49,5,0,81.55,83.63,76.63,82.43,9,6,67.71,76.2,92.13,82.47,77.23,8,5,69.59,74.14,45.01,45.1,62.36,60.97,57.83,0.205,0.513,0.0,Moderate_Development
TCH_08561,University_B,Education,Assistant Professor,PhD,Contract,2025,Round_1,1,61.86,70.63,62.31,75.2,50.03,10.71,70.66,58.44,6,47.78,37.0,3,23.37,0,3,58.4,28.19,4,1,56.52,60.8,47.93,54.04,5,0,67.69,45.85,81.45,81.8,75.67,8,6,73.82,36.14,23.0,26.09,27.02,55.29,30.14,0.996,0.0,0.0,Improvement_Oriented
TCH_08562,University_D,Biotechnology,Professor,PhD,Permanent,2023,Round_1,20,86.9,87.01,82.84,100.0,79.13,21.43,91.28,74.19,10,81.52,107.0,1,17.29,2,8,91.05,72.82,4,1,86.78,85.2,81.82,80.88,7,2,75.6,67.85,93.08,94.29,82.07,3,3,95.39,75.83,46.61,51.14,54.74,81.25,59.61,0.154,0.584,0.0,Moderate_Development
TCH_08563,University_A,Education,Assistant Professor,PhD,Permanent,2022,Round_2,6,85.93,89.56,86.77,89.45,78.74,10.36,97.41,79.23,20,83.2,110.0,6,16.67,0,11,79.86,77.34,6,1,86.21,82.41,81.97,73.84,6,3,95.49,77.92,87.41,81.55,90.08,3,0,80.84,76.33,52.53,53.54,60.79,77.07,63.8,0.034,0.752,0.0,Moderate_Development
TCH_08564,University_D,Education,Associate Professor,PhD,Contract,2024,Round_1,14,72.78,66.62,75.62,86.9,66.18,13.14,77.52,67.34,8,58.69,78.0,2,20.16,0,5,76.93,65.07,1,3,76.83,73.41,80.77,74.97,5,1,62.2,71.48,88.56,79.4,82.23,3,5,67.56,52.86,32.15,42.92,46.72,63.55,49.48,0.443,0.179,0.0,Improvement_Oriented
TCH_08565,University_C,English,Lecturer,Postdoctoral,Permanent,2022,Round_1,4,74.56,86.77,87.53,84.8,81.86,4.0,96.25,91.17,8,76.83,86.0,4,20.72,0,9,71.87,49.52,6,4,83.46,84.06,70.35,95.82,4,2,86.73,84.2,85.53,82.48,82.64,1,2,90.86,74.32,39.78,54.27,58.59,75.94,58.46,0.187,0.538,0.0,Moderate_Development
TCH_08566,University_F,Computer Science,Associate Professor,PhD,Contract,2024,Round_1,13,88.81,81.95,82.59,94.34,76.76,12.21,83.28,81.05,10,81.56,233.57114239160697,8,20.9,0,6,72.15,70.32,3,2,88.94,86.05,84.15,91.7,3,0,87.26,70.74,94.02,95.17,84.53,7,6,84.93,72.45,44.78,52.29,54.05,72.21,57.51,0.214,0.5,0.0,Moderate_Development
TCH_08567,University_B,Mathematics,Associate Professor,PhD,Contract,2023,Round_1,11,77.23,85.39,85.43,88.36,85.88,17.82,72.38,70.43,9,73.83,107.0,6,8.47,1,3,67.6,164.30707848735034,6,1,75.17,86.1,82.12,75.33,9,0,84.56,83.13,90.35,85.95,82.29,8,3,77.19,65.38,38.02,51.76,57.74,67.92,50.82,0.405,0.233,0.0,Improvement_Oriented
